ReviewID,CustomerID,ProductID,ReviewText,ReviewDate,CleanReview,ReviewLength,Year,Month,Weekday,SentimentScore,SentimentLabel
205,847,286,"I love this item. It's sturdy, functional, and well-made.",2024-01-31,love item sturdy functional well made,6,2024,1,Wednesday,0.5,Positive
206,312,200,Great product and excellent customer support. Totally worth it!,2023-07-18,great product excellent customer support totally worth,7,2023,7,Tuesday,0.7000000000000001,Positive
207,446,238,Very high-quality product. I would buy it again without hesitation.,2024-05-01,high quality product would buy without hesitation,7,2024,5,Wednesday,0.16,Positive
208,644,208,I couldn't be more pleased with this purchase. It works perfectly!,2024-03-10,could not pleased purchase works perfectly,6,2024,3,Sunday,0.375,Positive
209,538,265,The quality is outstanding. I'm extremely impressed.,2024-04-12,quality outstanding extremely impressed,4,2024,4,Friday,0.75,Positive
210,684,288,"It's neither good nor bad. It works, but nothing to rave about.",2024-05-21,neither good bad works nothing rave,6,2024,5,Tuesday,5.551115123125783e-17,Neutral
211,949,253,"It's an okay product, but there are some issues I have with it.",2023-08-04,okay product issues,3,2023,8,Friday,0.5,Positive
212,687,231,I'm very happy with the performance. It does exactly what I need.,2023-12-03,happy performance exactly need,4,2023,12,Sunday,0.525,Positive
213,576,282,"The product functions well, but I feel it could be improved in some areas.",2024-06-16,product functions well feel could improved areas,7,2024,6,Sunday,0.0,Neutral
214,237,201,"I tried to get support, but they never helped. The product is just bad.",2024-01-19,tried get support never helped product bad,7,2024,1,Friday,-0.6999999999999998,Negative
215,703,245,"It's a decent product, but it doesn't offer the best value for the price.",2024-02-21,decent product not offer best value price,7,2024,2,Wednesday,0.5833333333333334,Positive
216,568,271,"It's an okay product, but there are some issues I have with it.",2023-07-04,okay product issues,3,2023,7,Tuesday,0.5,Positive
217,801,201,"The customer service was fantastic, and the product arrived on time.",2023-11-29,customer service fantastic product arrived time,6,2023,11,Wednesday,0.4,Positive
218,392,234,It's easy to use and super efficient. I'm so glad I bought it.,2023-08-03,easy use super efficient glad bought,6,2023,8,Thursday,0.4222222222222222,Positive
219,395,260,"It serves its purpose, but it's not anything extraordinary.",2023-10-10,serves purpose not anything extraordinary,5,2023,10,Tuesday,0.3333333333333333,Positive
220,288,231,Works perfectly! Totally exceeded my expectations in terms of performance.,2024-06-24,works perfectly totally exceeded expectations terms performance,7,2024,6,Monday,0.0,Neutral
221,240,206,"The product arrived on time, and I couldn't be happier with it.",2023-08-16,product arrived time could not happier,6,2023,8,Wednesday,0.0,Neutral
222,585,217,I've had a wonderful experience with this product. Definitely recommend it!,2023-11-26,wonderful experience product definitely recommend,5,2023,11,Sunday,0.5,Positive
223,968,225,"It works fine for what it's meant to do, but there's nothing exciting about it.",2023-10-22,works fine meant nothing exciting,5,2023,10,Sunday,0.35833333333333334,Positive
224,226,214,I've had a wonderful experience with this product. Definitely recommend it!,2023-10-19,wonderful experience product definitely recommend,5,2023,10,Thursday,0.5,Positive
225,182,238,"I was expecting something better, but this product is just average.",2023-12-17,expecting something better product average,5,2023,12,Sunday,0.175,Positive
226,308,255,"The customer service was fantastic, and the product arrived on time.",2024-04-03,customer service fantastic product arrived time,6,2024,4,Wednesday,0.4,Positive
227,714,285,This product has exceeded all my expectations. I'm thrilled with it.,2023-12-19,product exceeded expectations thrilled,4,2023,12,Tuesday,0.6,Positive
228,160,249,The product is just fine. Doesn't stand out in any way.,2023-11-24,product fine not stand way,5,2023,11,Friday,0.4166666666666667,Positive
229,219,265,"I have no complaints, but I don't have any praise for it either.",2023-08-18,no complaints not praise either,5,2023,8,Friday,0.0,Neutral
230,328,249,"The product arrived on time, but it's just alright.",2023-09-18,product arrived time alright,4,2023,9,Monday,0.0,Neutral
231,503,214,This product is absolutely amazing. I'm recommending it to all my friends.,2024-03-25,product absolutely amazing recommending friends,5,2024,3,Monday,0.6000000000000001,Positive
232,239,298,This has been one of the best purchases I've made. Highly recommended!,2023-07-09,one best purchases made highly recommended,6,2023,7,Sunday,0.58,Positive
233,901,291,Great performance and easy to use. I'm very satisfied with this product.,2024-06-19,great performance easy use satisfied product,6,2024,6,Wednesday,0.5777777777777778,Positive
234,606,256,I am extremely satisfied with my purchase. Worth every penny!,2023-07-30,extremely satisfied purchase worth every penny,6,2023,7,Sunday,0.4,Positive
235,727,252,"It's not bad, just didn't live up to the expectations I had.",2023-11-13,not bad not live expectations,5,2023,11,Monday,0.14090909090909087,Positive
236,493,283,The quality is outstanding. I'm extremely impressed.,2023-09-19,quality outstanding extremely impressed,4,2023,9,Tuesday,0.75,Positive
237,560,226,I've been using it for a while now and it's performing perfectly.,2023-07-26,using performing perfectly,3,2023,7,Wednesday,1.0,Positive
238,380,253,This product has exceeded all my expectations. I'm thrilled with it.,2023-12-07,product exceeded expectations thrilled,4,2023,12,Thursday,0.6,Positive
239,300,280,Not worth the investment. Very disappointing experience.,2023-08-16,not worth investment disappointing experience,5,2023,8,Wednesday,-0.375,Negative
240,703,222,This is exactly what I was looking for. I'm so glad I bought it!,2024-01-13,exactly looking glad bought,4,2024,1,Saturday,0.375,Positive
241,604,215,"I don't hate it, but I don't love it either. It's just average.",2023-12-01,not hate not love either average,6,2023,12,Friday,9.25185853854297e-18,Neutral
242,689,225,This product has exceeded all my expectations. Very satisfied.,2023-07-14,product exceeded expectations satisfied,4,2023,7,Friday,0.5,Positive
243,210,224,"It works, but it doesn't feel like a high-end product.",2024-01-15,works not feel like high end product,7,2024,1,Monday,0.16,Positive
244,401,219,"I tried to get support, but they never helped. The product is just bad.",2024-02-23,tried get support never helped product bad,7,2024,2,Friday,-0.6999999999999998,Negative
245,989,295,"It's functional, but I don't feel strongly about it either way.",2024-01-20,functional not feel strongly either way,6,2024,1,Saturday,0.4333333333333333,Positive
246,789,241,Perfect fit for my needs. Will definitely order again.,2024-06-21,perfect fit needs definitely order,5,2024,6,Friday,0.4666666666666666,Positive
247,308,259,"The customer service was fantastic, and the product arrived on time.",2023-10-26,customer service fantastic product arrived time,6,2023,10,Thursday,0.4,Positive
248,616,231,I've never been this satisfied with a purchase before.,2023-10-12,never satisfied purchase,3,2023,10,Thursday,-0.25,Negative
249,860,285,I'm amazed by how well it works. Great value for the price!,2023-08-29,amazed well works great value price,6,2023,8,Tuesday,0.8,Positive
250,280,275,I regret buying this. The quality is terrible and it stopped working within a week.,2024-02-20,regret buying quality terrible stopped working within week,8,2024,2,Tuesday,-1.0,Negative
251,711,212,"It does its job, but I wouldn't say it's a standout product.",2024-06-16,job would not say standout product,6,2024,6,Sunday,0.0,Neutral
252,804,241,This product is decent but doesn't stand out in any way.,2023-07-26,product decent not stand way,5,2023,7,Wednesday,0.16666666666666666,Positive
253,466,218,The quality and performance of this product are top-notch.,2023-11-14,quality performance product top notch,5,2023,11,Tuesday,0.5,Positive
254,396,217,I'm very pleased with how quickly it arrived and the quality of the product.,2023-07-30,pleased quickly arrived quality product,5,2023,7,Sunday,0.41666666666666663,Positive
255,583,231,"It works, but it doesn't feel like a high-end product.",2024-05-17,works not feel like high end product,7,2024,5,Friday,0.16,Positive
256,740,260,"The product is awful. It doesn't work as it should, and it's frustrating to use.",2024-03-14,product awful not work frustrating use,6,2024,3,Thursday,-0.7,Negative
257,630,216,This product does exactly what I wanted it to do. Very pleased.,2023-08-05,product exactly wanted pleased,4,2023,8,Saturday,0.375,Positive
258,629,252,Very poor quality. It's already falling apart after a few weeks of use.,2024-04-18,poor quality already falling apart weeks use,7,2024,4,Thursday,-0.4,Negative
259,249,205,I've had better products for less money. This one is definitely not worth it.,2023-10-13,better products less money one definitely not worth,8,2023,10,Friday,0.06111111111111112,Neutral
260,486,225,"I have mixed feelings. It's fine, but I was expecting a bit more.",2023-06-27,mixed feelings fine expecting bit,5,2023,6,Tuesday,0.20833333333333334,Positive
261,257,229,This product is absolutely amazing. I'm recommending it to all my friends.,2023-08-07,product absolutely amazing recommending friends,5,2023,8,Monday,0.6000000000000001,Positive
262,342,277,"The product works, but I've had better experiences with similar products.",2024-04-22,product works better experiences similar products,6,2024,4,Monday,0.25,Positive
263,426,280,"I have no complaints, but I don't have any praise for it either.",2024-06-25,no complaints not praise either,5,2024,6,Tuesday,0.0,Neutral
264,910,224,I absolutely love this! It's even better than I expected.,2023-10-04,absolutely love even better expected,5,2023,10,Wednesday,0.3,Positive
265,122,233,I've never been this satisfied with a purchase before.,2023-10-02,never satisfied purchase,3,2023,10,Monday,-0.25,Negative
266,791,241,Top-notch customer service and a reliable product. Great job!,2023-07-28,top notch customer service reliable product great job,8,2023,7,Friday,0.65,Positive
267,312,219,I'm amazed by how well it works. Great value for the price!,2024-04-30,amazed well works great value price,6,2024,4,Tuesday,0.8,Positive
268,701,285,"It's a decent product for the price, though there are better alternatives.",2024-05-10,decent product price though better alternatives,6,2024,5,Friday,0.3333333333333333,Positive
269,954,230,The quality and performance of this product are top-notch.,2024-06-03,quality performance product top notch,5,2024,6,Monday,0.5,Positive
270,853,202,Wonderful product! The quality and performance are unmatched.,2024-01-04,wonderful product quality performance unmatched,5,2024,1,Thursday,1.0,Positive
271,107,240,"I love this item. It's sturdy, functional, and well-made.",2024-04-29,love item sturdy functional well made,6,2024,4,Monday,0.5,Positive
272,883,228,"It's a standard product, nothing to rave about.",2023-11-27,standard product nothing rave,4,2023,11,Monday,0.0,Neutral
273,814,270,"It's fine, but it doesn't exceed the expectations set by the description.",2024-02-13,fine not exceed expectations set description,6,2024,2,Tuesday,0.4166666666666667,Positive
274,603,241,Top-notch customer service and a reliable product. Great job!,2023-06-26,top notch customer service reliable product great job,8,2023,6,Monday,0.65,Positive
275,297,211,The product is exactly what I was hoping for. I'm very satisfied.,2023-09-28,product exactly hoping satisfied,4,2023,9,Thursday,0.375,Positive
276,434,239,It was a complete waste of money. I would never buy this again.,2023-10-06,complete waste money would never buy,6,2023,10,Friday,-0.05,Neutral
277,929,222,"It's neither good nor bad. It works, but nothing to rave about.",2024-04-10,neither good bad works nothing rave,6,2024,4,Wednesday,5.551115123125783e-17,Neutral
278,818,282,I can't believe I wasted my money on this. It's not worth it.,2024-02-29,cannot believe wasted money not worth,6,2024,2,Thursday,-0.175,Negative
279,455,294,This product is decent but doesn't stand out in any way.,2023-11-03,product decent not stand way,5,2023,11,Friday,0.16666666666666666,Positive
280,153,245,I'm extremely disappointed with this product. It doesn't work as promised.,2024-02-11,extremely disappointed product not work promised,6,2024,2,Sunday,-0.75,Negative
281,621,246,This product has made my daily routine so much easier. Highly recommend.,2023-06-30,product made daily routine much easier highly recommend,8,2023,6,Friday,0.12,Positive
282,680,242,I'm really impressed with the quality and the results. 10/10!,2023-12-22,really impressed quality results,4,2023,12,Friday,1.0,Positive
283,383,275,It stopped working almost immediately. Waste of money.,2023-08-14,stopped working almost immediately waste money,6,2023,8,Monday,-0.2,Negative
284,591,254,"It works so well, and it's exactly what I needed for my project.",2024-02-24,works well exactly needed project,5,2024,2,Saturday,0.25,Positive
285,308,237,I absolutely love this product! It exceeded my expectations in every way.,2024-04-20,absolutely love product exceeded expectations every way,7,2024,4,Saturday,0.5,Positive
286,380,224,I'm extremely disappointed with this product. It doesn't work as promised.,2024-01-26,extremely disappointed product not work promised,6,2024,1,Friday,-0.75,Negative
287,504,262,"It's a standard product, nothing to rave about.",2024-04-08,standard product nothing rave,4,2024,4,Monday,0.0,Neutral
288,432,292,This product is decent but doesn't stand out in any way.,2023-10-25,product decent not stand way,5,2023,10,Wednesday,0.16666666666666666,Positive
289,854,256,So impressed by the quality. This product truly delivers.,2024-02-26,impressed quality product truly delivers,5,2024,2,Monday,1.0,Positive
290,330,213,"Does the job, but I wouldn't call it extraordinary.",2024-04-27,job would not call extraordinary,5,2024,4,Saturday,0.3333333333333333,Positive
291,969,243,It's easy to use and super efficient. I'm so glad I bought it.,2024-03-26,easy use super efficient glad bought,6,2024,3,Tuesday,0.4222222222222222,Positive
292,518,216,"It's not a bad product, but I think I could find something better.",2023-12-29,not bad product think could find something better,8,2023,12,Friday,0.42499999999999993,Positive
293,805,223,Impressed with the durability and performance of this product.,2024-03-17,impressed durability performance product,4,2024,3,Sunday,1.0,Positive
294,555,281,"The product didn't last long, and the performance was very underwhelming.",2024-01-29,product not last long performance underwhelming,6,2024,1,Monday,-0.025,Neutral
295,604,224,I'm very pleased with how quickly it arrived and the quality of the product.,2024-05-27,pleased quickly arrived quality product,5,2024,5,Monday,0.41666666666666663,Positive
296,156,206,"The instructions were unclear, and it doesn't work as advertised.",2023-10-25,instructions unclear not work advertised,5,2023,10,Wednesday,0.0,Neutral
297,642,232,Impressed with the durability and performance of this product.,2023-07-29,impressed durability performance product,4,2023,7,Saturday,1.0,Positive
298,923,267,I regret buying this. The quality is terrible and it stopped working within a week.,2023-09-18,regret buying quality terrible stopped working within week,8,2023,9,Monday,-1.0,Negative
299,844,261,"I had high hopes, but this product failed to deliver.",2024-01-03,high hopes product failed deliver,5,2024,1,Wednesday,-0.16999999999999998,Negative
300,553,247,Wonderful product! The quality and performance are unmatched.,2024-02-17,wonderful product quality performance unmatched,5,2024,2,Saturday,1.0,Positive
301,545,229,Best investment I've made in a long time. Very happy with my purchase.,2024-02-05,best investment made long time happy purchase,7,2024,2,Monday,0.5833333333333334,Positive
302,824,220,I regret buying this. Save your money and look elsewhere.,2023-07-08,regret buying save money look elsewhere,6,2023,7,Saturday,0.0,Neutral
303,300,231,"The product functions well, but I feel it could be improved in some areas.",2023-12-22,product functions well feel could improved areas,7,2023,12,Friday,0.0,Neutral
304,796,201,Such a fantastic product at a great price. Worth every cent!,2024-04-06,fantastic product great price worth every cent,7,2024,4,Saturday,0.5000000000000001,Positive
305,482,282,Fantastic experience from start to finish. Highly recommend!,2024-03-10,fantastic experience start finish highly recommend,6,2024,3,Sunday,0.28,Positive
306,459,295,Extremely dissatisfied. The product broke down after just one use.,2024-03-21,extremely dissatisfied product broke one use,6,2024,3,Thursday,-0.125,Negative
307,892,265,"An average experience overall, neither great nor bad.",2023-12-30,average experience overall neither great bad,6,2023,12,Saturday,-0.012499999999999956,Neutral
308,408,285,Perfect fit for my needs. Will definitely order again.,2023-08-12,perfect fit needs definitely order,5,2023,8,Saturday,0.4666666666666666,Positive
309,512,234,"It works well, but there's nothing exciting about it.",2024-05-10,works well nothing exciting,4,2024,5,Friday,0.3,Positive
310,690,241,I've never been this satisfied with a purchase before.,2024-01-29,never satisfied purchase,3,2024,1,Monday,-0.25,Negative
311,795,222,"It's decent for the price, but it's not high quality.",2023-08-30,decent price not high quality,5,2023,8,Wednesday,0.04333333333333333,Neutral
312,262,215,"It's not bad, just didn't live up to the expectations I had.",2024-02-26,not bad not live expectations,5,2024,2,Monday,0.14090909090909087,Positive
313,648,266,It's easy to use and super efficient. I'm so glad I bought it.,2023-12-14,easy use super efficient glad bought,6,2023,12,Thursday,0.4222222222222222,Positive
314,614,256,"It's not bad, just didn't live up to the expectations I had.",2023-10-12,not bad not live expectations,5,2023,10,Thursday,0.14090909090909087,Positive
315,733,293,"Excellent quality, great design, and super easy to use.",2024-05-04,excellent quality great design super easy use,7,2024,5,Saturday,0.6416666666666666,Positive
316,657,209,The product is exactly what I was hoping for. I'm very satisfied.,2024-06-10,product exactly hoping satisfied,4,2024,6,Monday,0.375,Positive
317,727,284,"It's okay for basic use, but I wouldn't recommend it for anything more.",2023-07-22,okay basic use would not recommend anything,7,2023,7,Saturday,0.25,Positive
318,872,239,The product performs decently but lacks some key features.,2023-10-01,product performs decently lacks key features,6,2023,10,Sunday,0.08333333333333333,Neutral
319,233,271,It's sufficient for basic needs but could be better.,2023-10-04,sufficient basic needs could better,5,2023,10,Wednesday,0.25,Positive
320,119,269,"It serves its purpose, but it's not anything extraordinary.",2023-08-09,serves purpose not anything extraordinary,5,2023,8,Wednesday,0.3333333333333333,Positive
321,162,234,Perfect product for my needs! I can't imagine using anything else now.,2024-06-22,perfect product needs cannot imagine using anything else,8,2024,6,Saturday,1.0,Positive
322,244,200,Perfect product for my needs! I can't imagine using anything else now.,2024-03-07,perfect product needs cannot imagine using anything else,8,2024,3,Thursday,1.0,Positive
323,170,279,"It's functional, but I'm not blown away by it.",2023-09-22,functional not blown away,4,2023,9,Friday,0.0,Neutral
324,371,255,The product does exactly what it's supposed to do. Very happy.,2024-06-02,product exactly supposed happy,4,2024,6,Sunday,0.525,Positive
325,684,279,"I have no complaints, but I don't have any praise for it either.",2024-05-15,no complaints not praise either,5,2024,5,Wednesday,0.0,Neutral
326,459,299,I couldn't be more pleased with this purchase. It works perfectly!,2023-08-18,could not pleased purchase works perfectly,6,2023,8,Friday,0.375,Positive
327,510,291,I couldn't be happier with my purchase. It's perfect for what I needed.,2023-06-28,could not happier purchase perfect needed,6,2023,6,Wednesday,1.0,Positive
328,569,269,"The instructions were unclear, and it doesn't work as advertised.",2024-04-06,instructions unclear not work advertised,5,2024,4,Saturday,0.0,Neutral
329,599,244,"It's a decent option, but not the best one out there.",2024-01-03,decent option not best one,5,2024,1,Wednesday,-0.16666666666666669,Negative
330,883,271,The product is okay but nothing too special.,2024-02-24,product okay nothing special,4,2024,2,Saturday,0.4285714285714286,Positive
331,120,298,Impressed with the durability and performance of this product.,2024-05-19,impressed durability performance product,4,2024,5,Sunday,1.0,Positive
332,308,237,It's sufficient for basic needs but could be better.,2024-05-29,sufficient basic needs could better,5,2024,5,Wednesday,0.25,Positive
333,843,251,"The product arrived on time, but it's just alright.",2023-12-16,product arrived time alright,4,2023,12,Saturday,0.0,Neutral
334,368,264,"It's a decent product, but it doesn't offer the best value for the price.",2023-11-13,decent product not offer best value price,7,2023,11,Monday,0.5833333333333334,Positive
335,710,222,This doesn't even deserve one star. Completely useless and unreliable.,2023-07-16,not even deserve one star completely useless unreliable,8,2023,7,Sunday,-0.5,Negative
336,312,222,"It's decent for the price, but it's not high quality.",2024-05-03,decent price not high quality,5,2024,5,Friday,0.04333333333333333,Neutral
337,457,253,Poor quality and unreliable. Would not buy again.,2024-06-22,poor quality unreliable would not buy,6,2024,6,Saturday,-0.4,Negative
338,522,216,I would not recommend this to anyone. It's a complete waste of money.,2023-07-28,would not recommend anyone complete waste money,7,2023,7,Friday,-0.05,Neutral
339,696,261,This product has saved me so much time and effort. I couldn't be happier.,2024-01-16,product saved much time effort could not happier,8,2024,1,Tuesday,0.2,Positive
340,840,219,I couldn't be more pleased with this purchase. It works perfectly!,2024-02-21,could not pleased purchase works perfectly,6,2024,2,Wednesday,0.375,Positive
341,626,234,Not worth the hype. It's poorly made and doesn't function well.,2023-07-27,not worth hype poorly made not function well,8,2023,7,Thursday,-0.275,Negative
342,424,299,I would not recommend this to anyone. It's a complete waste of money.,2024-04-05,would not recommend anyone complete waste money,7,2024,4,Friday,-0.05,Neutral
343,756,224,"It's functional, but it's not a must-have product.",2024-04-23,functional not must product,4,2024,4,Tuesday,0.0,Neutral
344,561,227,I would not recommend this to anyone. It's a complete waste of money.,2023-07-30,would not recommend anyone complete waste money,7,2023,7,Sunday,-0.05,Neutral
345,865,273,"It's an okay product, nothing too fancy but does what it needs to do.",2024-04-02,okay product nothing fancy needs,5,2024,4,Tuesday,0.5,Positive
346,605,298,"It does the job, but I wasn't impressed by its performance.",2024-01-13,job not impressed performance,4,2024,1,Saturday,-0.5,Negative
347,217,201,"It's neither good nor bad. It works, but nothing to rave about.",2024-03-30,neither good bad works nothing rave,6,2024,3,Saturday,5.551115123125783e-17,Neutral
348,642,211,"This item is exactly as described, and it works beautifully!",2023-12-23,item exactly described works beautifully,5,2023,12,Saturday,0.55,Positive
349,230,294,Top-notch customer service and a reliable product. Great job!,2024-06-13,top notch customer service reliable product great job,8,2024,6,Thursday,0.65,Positive
350,574,216,"The product works, but I've had better experiences with similar products.",2023-07-21,product works better experiences similar products,6,2023,7,Friday,0.25,Positive
351,741,207,Such a fantastic product at a great price. Worth every cent!,2023-09-24,fantastic product great price worth every cent,7,2023,9,Sunday,0.5000000000000001,Positive
352,739,269,The product is okay but nothing too special.,2024-01-17,product okay nothing special,4,2024,1,Wednesday,0.4285714285714286,Positive
353,712,239,The product functions as expected but isn't remarkable.,2023-08-10,product functions expected not remarkable,5,2023,8,Thursday,-0.2375,Negative
354,346,247,"The product is decent, but I've come across better quality.",2023-12-03,product decent come across better quality,6,2023,12,Sunday,0.3333333333333333,Positive
355,222,256,"It's a decent option, but not the best one out there.",2023-10-30,decent option not best one,5,2023,10,Monday,-0.16666666666666669,Negative
356,378,230,I'm very pleased with how quickly it arrived and the quality of the product.,2023-10-22,pleased quickly arrived quality product,5,2023,10,Sunday,0.41666666666666663,Positive
357,552,200,Very high-quality product. I would buy it again without hesitation.,2024-02-08,high quality product would buy without hesitation,7,2024,2,Thursday,0.16,Positive
358,324,243,"The product is okay, just nothing special to make it stand out.",2024-05-17,product okay nothing special make stand,6,2024,5,Friday,0.4285714285714286,Positive
359,325,250,"Fantastic quality, and the performance is just amazing. Highly recommend!",2024-02-02,fantastic quality performance amazing highly recommend,6,2024,2,Friday,0.38666666666666666,Positive
360,286,284,"I was expecting something better, but this product is just average.",2024-06-04,expecting something better product average,5,2024,6,Tuesday,0.175,Positive
361,265,284,"I was expecting something better, but this product is just average.",2024-01-27,expecting something better product average,5,2024,1,Saturday,0.175,Positive
362,950,284,The product was defective when I received it. Very disappointing.,2024-01-19,product defective received disappointing,4,2024,1,Friday,-0.6,Negative
363,854,203,So impressed by the quality. This product truly delivers.,2024-05-19,impressed quality product truly delivers,5,2024,5,Sunday,1.0,Positive
364,631,265,I'm very happy with the performance. It does exactly what I need.,2023-11-20,happy performance exactly need,4,2023,11,Monday,0.525,Positive
365,866,205,Very high-quality product. I would buy it again without hesitation.,2024-04-19,high quality product would buy without hesitation,7,2024,4,Friday,0.16,Positive
366,581,268,This product has exceeded all my expectations. I'm thrilled with it.,2023-11-20,product exceeded expectations thrilled,4,2023,11,Monday,0.6,Positive
367,505,238,"It works fine for what it's meant to do, but there's nothing exciting about it.",2024-05-21,works fine meant nothing exciting,5,2024,5,Tuesday,0.35833333333333334,Positive
368,796,247,It was a complete waste of money. I would never buy this again.,2023-11-06,complete waste money would never buy,6,2023,11,Monday,-0.05,Neutral
369,108,259,"It serves its purpose, but it's not anything extraordinary.",2023-07-28,serves purpose not anything extraordinary,5,2023,7,Friday,0.3333333333333333,Positive
370,285,256,"The product arrived on time, and I couldn't be happier with it.",2024-03-18,product arrived time could not happier,6,2024,3,Monday,0.0,Neutral
371,627,279,"It's not great, but it's not bad either. It's somewhere in between.",2023-09-11,not great not bad either somewhere,6,2023,9,Monday,-0.02500000000000005,Neutral
372,756,216,"It's good enough to keep, but I'm not excited about it.",2023-07-09,good enough keep not excited,5,2023,7,Sunday,0.1708333333333333,Positive
373,928,208,I'm very happy with the performance. It does exactly what I need.,2023-11-25,happy performance exactly need,4,2023,11,Saturday,0.525,Positive
374,105,263,Very high-quality product. I would buy it again without hesitation.,2023-08-26,high quality product would buy without hesitation,7,2023,8,Saturday,0.16,Positive
375,282,207,This product is absolutely amazing. I'm recommending it to all my friends.,2023-12-09,product absolutely amazing recommending friends,5,2023,12,Saturday,0.6000000000000001,Positive
376,257,200,"The quality is average, and it's okay for the price.",2023-08-27,quality average okay price,4,2023,8,Sunday,0.175,Positive
377,315,260,"It's acceptable, but I don't have any strong feelings about it.",2023-11-02,acceptable not strong feelings,4,2023,11,Thursday,-0.21666666666666665,Negative
378,597,233,"I tried using it, but it's just not functional. Very frustrating.",2023-12-26,tried using not functional frustrating,5,2023,12,Tuesday,-0.4,Negative
379,964,218,The item broke after a few days of use. Not happy at all.,2023-07-23,item broke days use not happy,6,2023,7,Sunday,-0.4,Negative
380,931,243,"I'm so dissatisfied. It doesn't work, and the build quality is subpar.",2023-10-07,dissatisfied not work build quality subpar,6,2023,10,Saturday,0.0,Neutral
381,630,274,The product does exactly what it's supposed to do. Very happy.,2024-02-06,product exactly supposed happy,4,2024,2,Tuesday,0.525,Positive
382,587,234,"It works fine for now, but I'm not sure about its long-term durability.",2023-11-12,works fine not sure long term durability,7,2023,11,Sunday,0.038888888888888896,Neutral
383,396,241,Such a fantastic product at a great price. Worth every cent!,2023-11-28,fantastic product great price worth every cent,7,2023,11,Tuesday,0.5000000000000001,Positive
384,626,209,"It works fine, but I had expected a bit more for the price.",2023-07-18,works fine expected bit price,5,2023,7,Tuesday,0.15833333333333333,Positive
385,614,252,"Nothing to complain about, but nothing extraordinary either.",2024-01-19,nothing complain nothing extraordinary either,5,2024,1,Friday,0.3333333333333333,Positive
386,391,217,The product is exactly what I was hoping for. I'm very satisfied.,2024-01-25,product exactly hoping satisfied,4,2024,1,Thursday,0.375,Positive
387,568,292,"The customer service was fantastic, and the product arrived on time.",2024-06-19,customer service fantastic product arrived time,6,2024,6,Wednesday,0.4,Positive
388,463,278,Very poor quality. It's already falling apart after a few weeks of use.,2024-05-23,poor quality already falling apart weeks use,7,2024,5,Thursday,-0.4,Negative
389,739,228,I'm really upset with this purchase. It didn't do what it claimed.,2023-11-08,really upset purchase not claimed,5,2023,11,Wednesday,0.2,Positive
390,976,278,I'm really impressed with the quality and the results. 10/10!,2023-07-19,really impressed quality results,4,2023,7,Wednesday,1.0,Positive
391,969,280,Completely useless. It doesn't do what it says on the box.,2023-09-17,completely useless not says box,5,2023,9,Sunday,-0.5,Negative
392,632,206,The product is functional but doesn't offer anything exciting.,2024-02-20,product functional not offer anything exciting,6,2024,2,Tuesday,0.3,Positive
393,548,275,Excellent quality and fast shipping. Very happy with it.,2023-12-11,excellent quality fast shipping happy,5,2023,12,Monday,0.6666666666666666,Positive
394,429,230,Wonderful product! The quality and performance are unmatched.,2024-04-14,wonderful product quality performance unmatched,5,2024,4,Sunday,1.0,Positive
395,675,210,Not worth the investment. Very disappointing experience.,2024-01-18,not worth investment disappointing experience,5,2024,1,Thursday,-0.375,Negative
396,681,284,"It's functional, but it's not a must-have product.",2023-10-05,functional not must product,4,2023,10,Thursday,0.0,Neutral
397,286,279,I absolutely love this product! It exceeded my expectations in every way.,2024-01-21,absolutely love product exceeded expectations every way,7,2024,1,Sunday,0.5,Positive
398,733,296,"It's decent, though I expected a little more.",2024-01-06,decent though expected little,4,2024,1,Saturday,-0.04027777777777778,Neutral
399,932,252,"The product works as expected, but it's nothing special.",2024-05-24,product works expected nothing special,5,2024,5,Friday,0.12857142857142856,Positive
400,648,221,Everything about this product is great! It works as advertised and more.,2023-10-23,everything product great works advertised,5,2023,10,Monday,0.8,Positive
401,964,248,"It's good, but I was hoping for a bit more in terms of performance.",2023-11-23,good hoping bit terms performance,5,2023,11,Thursday,0.7,Positive
402,661,294,Very sleek design and works just as advertised. Love it!,2023-12-19,sleek design works advertised love,5,2023,12,Tuesday,0.5,Positive
403,485,233,"It's good enough to keep, but I'm not excited about it.",2024-04-03,good enough keep not excited,5,2024,4,Wednesday,0.1708333333333333,Positive
404,728,227,This is exactly what I was looking for. I'm so glad I bought it!,2024-01-12,exactly looking glad bought,4,2024,1,Friday,0.375,Positive
405,825,291,"It's not a bad product, but I think I could find something better.",2024-01-10,not bad product think could find something better,8,2024,1,Wednesday,0.42499999999999993,Positive
406,870,208,"It's an okay product, but there are some issues I have with it.",2023-08-26,okay product issues,3,2023,8,Saturday,0.5,Positive
407,284,235,The product functions as expected but isn't remarkable.,2023-11-10,product functions expected not remarkable,5,2023,11,Friday,-0.2375,Negative
408,341,294,"It works fine for now, but I'm not sure about its long-term durability.",2024-02-05,works fine not sure long term durability,7,2024,2,Monday,0.038888888888888896,Neutral
409,909,224,Worst purchase I've made in a while. It broke after just one use.,2023-10-02,worst purchase made broke one use,6,2023,10,Monday,-1.0,Negative
410,862,210,Everything about this product is perfect. So happy with it!,2023-10-10,everything product perfect happy,4,2023,10,Tuesday,0.9,Positive
